Guard;Station;ArriveTime;ArriveDate;Incident
10;323;Missing;2017-02-17;Instrucción de Trabajo
10;51;08:58:46;2017-02-22;Inspeccion
10;52;09:34:59;2017-02-22;Otros
10;53;09:35:06;2017-02-22;Mantenimiento Preventivo
10;544;10:02:58;2017-02-22;Mantenimiento Correctivo/Emergencia
10;545;10:03:30;2017-02-22;Instrucción de Trabajo
10;546;10:33:56;2017-02-22;Inspeccion
10;131;10:34:35;2017-02-22;Otros
10;43;11:02:26;2017-02-22;Mantenimiento Preventivo
10;464;Missing;2017-02-17;Mantenimiento Correctivo/Emergencia
10;212;Missing;2017-02-17;Instrucción de Trabajo
10;402;Missing;2017-02-17;Inspeccion
10;536;Missing;2017-02-17;Otros
10;381;15:49:10;2017-02-17;Mantenimiento Preventivo
10;257;16:51:47;2017-02-17;Mantenimiento Correctivo/Emergencia
10;66;16:51:53;2017-02-17;Instrucción de Trabajo
10;283;Missing;2017-02-17;Inspeccion
10;1;Missing;2017-02-17;Otros
10;276;Missing;2017-02-17;Mantenimiento Preventivo
10;277;Missing;2017-02-17;Mantenimiento Correctivo/Emergencia
10;278;Missing;2017-02-17;Instrucción de Trabajo
10;279;Missing;2017-02-17;Inspeccion
10;282;Missing;2017-02-17;Otros
10;324;Missing;2017-02-17;Mantenimiento Preventivo
10;325;Missing;2017-02-17;Mantenimiento Correctivo/Emergencia
10;424;Missing;2017-02-17;Instrucción de Trabajo
10;425;Missing;2017-02-17;Inspeccion
10;161;Missing;2017-02-17;Otros
10;230;15:21:28;2017-02-21;Mantenimiento Preventivo
10;455;16:15:45;2017-02-21;Mantenimiento Correctivo/Emergencia
10;241;16:35:50;2017-02-21;Instrucción de Trabajo
10;433;17:18:56;2017-02-21;Inspeccion
10;532;08:37:03;2017-02-23;Otros
10;590;09:33:07;2017-02-23;Mantenimiento Preventivo
10;591;10:10:29;2017-02-23;Mantenimiento Correctivo/Emergencia
10;273;Missing;2017-02-17;Instrucción de Trabajo
10;117;15:01:04;2017-02-23;Inspeccion
10;119;Missing;2017-02-17;Otros
10;573;Missing;2017-02-17;Mantenimiento Preventivo
10;574;Missing;2017-02-17;Mantenimiento Correctivo/Emergencia
10;31;09:02:17;2017-02-21;Instrucción de Trabajo
10;101;09:58:32;2017-02-21;Inspeccion
10;102;08:50:47;2017-02-24;Otros
10;432;10:23:43;2017-02-24;Mantenimiento Preventivo
10;511;09:58:47;2017-02-21;Mantenimiento Correctivo/Emergencia
10;512;11:30:49;2017-02-21;Instrucción de Trabajo
10;513;Missing;2017-02-28;Inspeccion
10;265;Missing;2017-02-28;Otros
10;266;Missing;2017-02-28;Mantenimiento Preventivo
10;267;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;408;Missing;2017-02-28;Instrucción de Trabajo
10;109;Missing;2017-02-28;Inspeccion
10;110;Missing;2017-02-28;Otros
10;111;Missing;2017-02-28;Mantenimiento Preventivo
10;409;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;410;Missing;2017-02-28;Instrucción de Trabajo
10;411;Missing;2017-02-28;Inspeccion
10;515;Missing;2017-02-28;Otros
10;530;Missing;2017-02-28;Mantenimiento Preventivo
10;503;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;504;Missing;2017-02-28;Instrucción de Trabajo
10;218;16:41:06;2017-02-28;Inspeccion
10;259;16:56:14;2017-02-28;Otros
10;260;Missing;2017-02-28;Mantenimiento Preventivo
10;461;16:56:31;2017-02-28;Mantenimiento Correctivo/Emergencia
10;323;17:00:23;2017-02-28;Instrucción de Trabajo
10;51;Missing;2017-02-28;Inspeccion
10;52;Missing;2017-02-28;Otros
10;53;Missing;2017-02-28;Mantenimiento Preventivo
10;544;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;545;Missing;2017-02-28;Instrucción de Trabajo
10;546;Missing;2017-02-28;Inspeccion
10;131;Missing;2017-02-28;Otros
10;43;Missing;2017-02-28;Mantenimiento Preventivo
10;464;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;212;Missing;2017-02-28;Instrucción de Trabajo
10;402;Missing;2017-02-28;Inspeccion
10;536;Missing;2017-02-28;Otros
10;381;Missing;2017-02-28;Mantenimiento Preventivo
10;257;Missing;2017-02-28;Mantenimiento Correctivo/Emergencia
10;66;Missing;2017-03-03;Instrucción de Trabajo
10;283;Missing;2017-03-03;Inspeccion
10;1;Missing;2017-03-03;Otros
10;276;Missing;2017-03-03;Mantenimiento Preventivo
10;277;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;278;Missing;2017-03-03;Instrucción de Trabajo
10;279;Missing;2017-03-03;Inspeccion
10;282;Missing;2017-03-03;Otros
10;324;Missing;2017-03-03;Mantenimiento Preventivo
10;325;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;424;Missing;2017-03-03;Instrucción de Trabajo
10;425;Missing;2017-03-03;Inspeccion
10;161;Missing;2017-03-03;Otros
10;230;06:33:09;2017-03-03;Mantenimiento Preventivo
10;455;07:01:02;2017-03-03;Mantenimiento Correctivo/Emergencia
10;241;Missing;2017-03-03;Instrucción de Trabajo
10;433;Missing;2017-03-03;Inspeccion
10;532;Missing;2017-03-03;Otros
10;590;Missing;2017-03-03;Mantenimiento Preventivo
10;591;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;273;Missing;2017-03-03;Instrucción de Trabajo
10;117;Missing;2017-03-03;Inspeccion
10;119;Missing;2017-03-03;Otros
10;573;Missing;2017-03-03;Mantenimiento Preventivo
10;574;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;31;Missing;2017-03-03;Instrucción de Trabajo
10;101;Missing;2017-03-03;Inspeccion
10;102;Missing;2017-03-03;Otros
10;432;Missing;2017-03-03;Mantenimiento Preventivo
10;511;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;512;Missing;2017-03-03;Instrucción de Trabajo
10;513;Missing;2017-03-03;Inspeccion
10;265;Missing;2017-03-03;Otros
10;266;Missing;2017-03-03;Mantenimiento Preventivo
10;267;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;408;Missing;2017-03-03;Instrucción de Trabajo
10;109;Missing;2017-03-03;Inspeccion
10;110;Missing;2017-03-03;Otros
10;111;Missing;2017-03-03;Mantenimiento Preventivo
10;409;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;410;Missing;2017-03-03;Instrucción de Trabajo
10;411;08:38:41;2017-03-03;Inspeccion
10;515;08:58:24;2017-03-03;Otros
10;530;Missing;2017-03-03;Mantenimiento Preventivo
10;503;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;504;Missing;2017-03-03;Instrucción de Trabajo
10;218;Missing;2017-03-03;Inspeccion
10;259;Missing;2017-03-03;Otros
10;260;Missing;2017-03-03;Mantenimiento Preventivo
10;461;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;323;Missing;2017-03-03;Instrucción de Trabajo
10;51;Missing;2017-03-03;Inspeccion
10;52;Missing;2017-03-03;Otros
10;53;Missing;2017-03-03;Mantenimiento Preventivo
10;544;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;545;Missing;2017-03-03;Instrucción de Trabajo
10;546;Missing;2017-03-03;Inspeccion
10;131;Missing;2017-03-03;Otros
10;43;Missing;2017-03-03;Mantenimiento Preventivo
10;464;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;212;Missing;2017-03-03;Instrucción de Trabajo
10;402;Missing;2017-03-03;Inspeccion
10;536;Missing;2017-03-03;Otros
10;381;Missing;2017-03-03;Mantenimiento Preventivo
10;257;Missing;2017-03-03;Mantenimiento Correctivo/Emergencia
10;66;Missing;2017-03-03;Instrucción de Trabajo
