codigo;Chasis;monedaprevision_simec;NUEVO CODIGO SIMEC;NOMBRE EN SIMEC
69;15470;2;2MC00458;ICHIBAN_B_15470
1219;53875;2;2MC00459;ICONO_53875
1220;53876;2;2MC00460;ICONO_53876
235;34837;2;2MC00461;ILAT_34837
671;88004;2;2MC00463;INCERPAZ_88004
105;18674;2;2MC00464;INDIGO_18674
525;74504;2;2MC00465;INDRA_74504
758;94949;2;2MC00466;INGLA_94949
132;20428;2;2MC00467;INNOVA_20428
131;20427;2;2MC00468;INNOVA_REST_20427
794;12696;2;2MC00469;INTERMODALIDAD_12696
77;1612;2;2MC00470;INTI_II_1612
78;1613;2;2MC00471;INTI_II_1613
1031;44277;2;2MC00472;INTURIAS_44277
712;91219;2;2MC00473;ISABELLA_A_91219
713;91220;2;2MC00474;ISABELLA_B_91220
735;93687;2;2MC00475;ISABELLA_II_93687
858;32531;2;2MC00476;ISABELLA_III_32531
498;69708;2;2MC00477;ISMAEL_ROCHA_69708
933;38086;2;2MC01134;ISOS_38086
934;38085;2;2MC00480;ISOS_38085
935;38017;2;2MC00478;ISOS_38017
936;38018;2;2MC00479;ISOS_38018
393;56779;2;2MC00481;ISRAEL_ZEGARRA_PANIAGUA_56779
384;54582;2;2MC00482;ISTAR_54582
553;76633;2;2MC00483;ITALIA_76633
100;18311;2;2MC00484;IVIRGARZAMA_18311
399;57700;2;2MC00485;JADE_II_57700
485;68504;2;2MC00486;JAEL_68504
921;37699;2;2MC00487;JAIME_FUENTE_37699
445;63702;2;2MC00488;JAIMES_63702
278;3632;2;2MC00489;JARDIN_DE_LAS_ACACIAS_A_3632
279;3633;2;2MC00490;JARDIN_DE_LAS_ACACIAS_B_3633
280;3634;2;2MC00491;JARDIN_DE_LAS_ACACIAS_C_3634
698;90226;2;2MC00492;JARDIN_I_90226
439;63358;2;2MC00493;JAZMIN_63358
723;92275;2;2MC00494;JAZMINE_A_92275
724;92276;2;2MC00495;JAZMINE_B_92276
1203;53880;2;2MC01175;JASMINES_SUSANO_AZOGUE_53880
623;83868;2;2MC00496;JC_83868
512;72313;2;2MC00497;JHADIM_72313
344;489;2;2MC00498;JHADIM_II_489
1177;44068;2;2MC00499;JOSE_FERRUFINO_44068
617;83544;2;2MC00500;JUAN_DANIEL_83544
628;84040;2;2MC00501;JUAN_DANIEL_II_84040
629;84041;2;2MC00502;JUAN_DANIEL_II_84041
768;9728;2;2MC00503;JUAN_DANIEL_III_09728
594;8018;2;2MC00506;JUAN_PABLO_II_FASE_IA_8018
595;8019;2;2MC00507;JUAN_PABLO_II_FASE_IB_8019
641;8505;2;2MC00504;JUAN_PABLO_II_FASE_IC_8505
642;8506;2;2MC00505;JUAN_PABLO_II_FASE_ID_8506
1242;55799;2;2MC01099;JUANFER_55799
1593;CT0002;2;2MC01193;JUAREZ_GUZMAN_CT0002
489;68580;2;2MC00508;JUPITER_68580
1243;55801;2;2MC01218;JYL_55801
1244;55800;2;2MC01100;JYL_55800
1718;82532;2;2MC01320;KAIROS_82532
644;856;2;2MC00509;KANTUTA_856
1304;55609;2;2MC01209;KAPADARE_55609
753;94553;2;2MC00510;KENNEDY_94553
403;58246;2;2MC00512;KOLBE_58246
411;58480;2;2MC00513;KOTORIY_58480
710;91079;2;2MC00514;KYONDO_91079
545;76418;2;2MC00515;LA_BOHEME_76418
546;76419;2;2MC00516;LA_BOHEME_76419
565;7744;2;2MC00517;LA_CAMPIÑA_TORRE_A_07744
567;7745;2;2MC00518;LA_CAMPIÑA_TORRE_B_07745
566;7746;2;2MC00519;LA_CAMPIÑA_TORRE_C_07746
294;40128;2;2MC00520;LA_CASONA_40128
947;39670;2;2MC00521;LA_CASONA_A_39670
946;39669;2;2MC00522;LA_CASONA_B_39669
752;94549;2;2MC00523;LA_CASTAÑA_94549
139;21322;2;2MC00524;LA_CATOLICA_21322
140;21323;2;2MC00525;LA_CATOLICA_21323
313;41913;2;2MC00526;LA_CORONA_A_H_41913
1004;29836;2;2MC00527;LA_FLORIDA_BLOQ_I_29836
1005;29843;2;2MC00528;LA_FLORIDA_BLOQ_II_29843
61;15337;2;2MC00529;LA_FONTANA_15337
62;15338;2;2MC00530;LA_FONTANA_15338
593;8012;2;2MC00531;LA_FUENTE_A_8012
592;8011;2;2MC00532;LA_FUENTE_B_8011
993;42025;2;2MC00533;LA_LATINA_42025
269;358;2;2MC00534;LA_NORIA_358
600;81065;2;2MC00535;LA_ORQUIDA_81065
679;88720;2;2MC00536;LA_PROMOTORA_88720
1601;77145;2;2MC01321;LA_PROMOTORA_B_77145
660;87250;2;2MC00537;LAFAYETTE_87250
661;87251;2;2MC00538;LAFAYETTE_87251
484;68503;2;2MC00539;LAMAS_68503
297;40559;2;2MC00540;LAS_ACACIAS_A_40559
92;17592;2;2MC00541;LAS_ACACIAS_B_17592
91;17591;2;2MC00542;LAS_ACACIAS_C_17591
906;35033;2;2MC00543;LAS_ACACIAS_D_35033
1146;51257;2;2MC00544;LAS_ACACIAS_III_51257
1362;60798;1;2MC01205;FLIA_ARNEZ_TORRICO_60798
40;13409;2;2MC00545;LAS_AMERICAS_I_13409
39;13408;2;2MC00546;LAS_AMERICAS_II_A_13408
184;24443;2;2MC00547;LAS_AMERICAS_II_B_24443
1302;58521;2;2MC01160;LAS_COLINAS_58521
502;70259;2;2MC00548;LAS_GARDENIAS_A_70259
503;70260;2;2MC00549;LAS_GARDENIAS_B_70260
1290;57806;2;2MC01261;LAS_GAVIOTAS_57806
1030;44038;2;2MC00550;LAS_MORAS_44038
1029;44039;2;2MC00551;LAS_MORAS_44039
740;94014;2;2MC00552;LAS_RETAMAS_A_94014
741;94015;2;2MC00553;LAS_RETAMAS_B_94015
859;32668;2;2MC00554;LAS_TRES_MARIAS_32668
759;9509;2;2MC00555;LAS_VIÑAS_9509
1448;67130;2;2MC01210;LEPARC_67130
1449;67129;2;2MC01211;LEPARC_67129
1036;44064;2;2MC00556;LIBANO_44064
776;27313;2;2MC00557;LIBERTAD_27313
884;34816;2;2MC00558;LIDO_34816
191;25617;2;2MC00559;LONDON_TOWER_A_25617
871;34073;2;2MC00560;LONDON_TOWER_B_34073
404;58247;2;2MC00561;LOS_ALAMOS_58247
11;10801;2;2MC00562;LOS_ANDES_10801
500;70254;2;2MC00563;LOS_ANGELES_A_70254
501;70255;2;2MC00564;LOS_ANGELES_B_70254
201;2825;2;2MC00565;LOS_CEREZOS_A_2825
202;2826;2;2MC00566;LOS_CEREZOS_B_2826
203;2827;2;2MC00567;LOS_CEREZOS_C_2827
204;2828;2;2MC00568;LOS_CEREZOS_D_2828
541;75859;2;2MC00569;LOS_ESCUDOS_75859
542;75860;2;2MC00570;LOS_ESCUDOS_75860
5;10206;2;2MC00571;LOS_MOLLES_A_10206
6;10207;2;2MC00572;LOS_MOLLES_B_10207
141;21327;2;2MC00573;LOS_NOGALES_A_21327
142;21328;2;2MC00574;LOS_NOGALES_B_21328
604;82140;2;2MC00575;LOS_PINOS_82140
43;13415;2;2MC00576;LOS_ROBLES_13415
783;27534;2;2MC00577;LOZANO_27534
1158;51351;2;2MC00578;LUCE_ENOE_51351
709;90772;2;2MC00580;LUIGUIS_90772
920;37698;2;2MC00581;LUSSO_37698
1357;60554;2;2MC01109;LUXOR_60554
585;7960;2;2MC00584;MACOR_7960
926;38396;2;2MC00585;MADRE_SELVA_38396
743;94310;2;2MC00586;MAGENTA_A_94310
744;94311;2;2MC00587;MAGENTA_B_94311
238;34920;2;2MC00588;MAGNOLIAS_A_34920
239;34921;2;2MC00589;MAGNOLIAS_B_34921
251;35320;2;2MC00590;MAHILS_II_35320
572;78680;2;2MC00591;MAJESTAD_A_78680
573;78681;2;2MC00592;MAJESTAD_B_78681
208;2960;2;2MC00593;MAJESTIC_A_02962
209;2962;2;2MC00594;MAJESTIC_B_2960
470;67015;2;2MC00595;MALDONADO_67015
996;43273;2;2MC00596;MANANTIAL_43273
822;24848;2;2MC00597;MANHATAN_24848
1136;50966;2;2MC00598;MAR_DE_PLATA_50966
534;7505;2;2MC00599;MARACAIBO_7505
424;61480;2;2MC00600;MARBAHE_HIDRAL_61480
30;13368;2;2MC00601;MARBAHE_ORONA_13368
133;20429;2;2MC00602;MARBELLA_20429
1176;52126;2;2MC00603;MARGARITA_52126
1433;65303;2;2MC01196;MARGARITA_ZEGALES_65303
369;53637;2;2MC00604;MARIA_FER_A_53637
370;53638;2;2MC00605;MARIA_FER_B_53638
451;65180;2;2MC00606;MARIA_LUCINDA_65180
766;95455;2;2MC00607;MARIA_LUISA_95455
568;77815;2;2MC00608;MARIMAR_77815
75;16099;2;2MC00609;MARINA_A_16099
74;16098;2;2MC00610;MARINA_B_16098
784;27577;2;2MC00611;MARIO_ZAMBRANA_27577
335;4571;2;2MC00612;MARISCAL_4571
1062;45587;2;2MC00613;MARITO_45587
1087;46314;2;2MC00614;MARSELLA_46314
1088;46315;2;2MC00615;MARSELLA_46315
359;5307;2;2MC00616;MAS_VIDA_5307
1184;52463;2;2MC00617;MATISSE_52463
1185;52464;2;2MC00618;MATISSE_52464
1411;63562;2;2MC01262;MATISSE_II:_A_63562
1412;63561;2;2MC01263;MATISSE_II:_B_63561
506;72303;2;2MC00619;MBC_72303
117;19461;2;2MC00620;MEDJUGORGE_19461
601;81299;2;2MC00621;MEDRANO_81299
57;15060;2;2MC00622;MEGACENTER_DUBAI_15060
229;3441;2;2MC00623;MEGACENTER_DUBAI_EM_1_3441
230;3442;2;2MC00624;MEGACENTER_DUBAI_EM_2_3442
231;3443;2;2MC00625;MEGACENTER_DUBAI_EM_3_3443
232;3444;2;2MC00626;MEGACENTER_DUBAI_EM_4_3444
909;35938;2;2MC00627;MEJIA_35938
509;72306;2;2MC00628;MENDOZA_72306
237;34919;2;2MC00629;MERCANTIL_34919
51;1450;2;2MC00630;MERIDA_VARGAS_1450
250;35313;2;2MC00631;MEXICO_35313
1530;72714;2;2MC01322;MIGUEL_ANGEL_II_72714
270;35835;2;2MC00632;MILLENIUM_A_35835
271;35836;2;2MC00633;MILLENIUM_B_35836
298;40598;2;2MC00634;MINERVA_A_40598
299;40599;2;2MC00635;MINERVA_B_40599
716;91601;2;2MC00636;MIRADOR_A_91601
717;91602;2;2MC00637;MIRADOR_B_91602
41;13413;2;2MC00638;MIRAGE_TOWER_A_13413
42;13414;2;2MC00639;MIRAGE_TOWER_B_13414
63;15350;2;2MC00640;MIRAMAR_15350
527;74594;2;2MC00641;MISTIC_A_74594
528;74595;2;2MC00642;MISTIC_B_74595
790;27319;2;2MC00643;MISTRAL_A_27319
789;27315;2;2MC00644;MISTRAL_B_27315
134;21092;2;2MC00645;MOLLINI_21092
682;89386;2;2MC00647;MONTE_VERDE_BLOQ_A_89386
683;89387;2;2MC00648;MONTE_VERDE_BLOQ_B_89387
684;89388;2;2MC00649;MONTE_VERDE_BLOQ_C_89888
808;17277;2;2MC00650;MONTERREY_17277
1498;69987;2;2MC01323;MORA_69987
668;87708;2;2MC00651;MORALES_87708
150;22047;2;2MC00652;MORANDE_A_22047
151;22048;2;2MC00653;MORANDE_B_22048
152;22049;2;2MC00654;MORANDE_C_22049
799;28995;1;2MC00657;MULTIACADEMICO_UMSS_28995
1012;44799;2;2MC01339;MULTIFAMIIAR_929_44799
1415;63780;2;2MC01264;MULTIFAMILIAR_929_63780
620;83808;2;2MC00658;MULTIFLIAR_LOPEZ_83808
885;34879;2;2MC00660;MULTIFLIAR_ROMERO_34879
1186;52597;2;2MC00655;MULTFAMILIAR_VARGAS_52597
143;21453;2;2MC00656;MULTFAMILIAR_Y_COM_ROSS_21453
697;902;2;2MC00661;MURANO_902
45;13515;2;2MC00662;MURIEL_13515
314;4209;2;2MC00663;NAHI_4209
210;2983;2;2MC00664;NANCY_III_2983
689;89881;2;2MC00666;NG_TOWER_A_89881
690;89882;2;2MC00667;NG_TOWER_B_89882
461;66125;2;2MC00669;NICOLE_66125
1616;78718;2;2MC01324;NICOLE_TROJES_78718
543;76292;2;2MC00668;NICOLE_2_76292
1569;74485;2;2MC01265;NOGUERA_74485
1201;53782;2;2MC00670;NTRA_SRA_CARMEN_53782
1208;53905;2;2MC00671;NUÑEZ_53905
860;33167;2;2MC00673;OCEAN_TOWER_33167
861;33166;2;2MC00672;OCEAN_TOWER_33166
153;22146;2;2MC00674;OIKOS_22146
205;2950;2;2MC00675;OLGUIN_2950
507;72304;2;2MC00676;OLIMPIA_A_72304
508;72305;2;2MC00677;OLIMPIA_B_72305
319;42411;2;2MC00679;OLIMPO_42411
59;15296;2;2MC00678;OLIMPO_16_JUL_15296
400;57701;2;2MC00680;OLIMPO_II_57701
401;57702;2;2MC00681;OLIMPO_II_57702
320;42533;2;2MC00682;OLIVOS_I_42533
264;35659;2;2MC00684;OLIVOS_II_TORRE_1A_35659
721;91691;2;2MC00683;OLIVOS_II_CAPRILES_91691
466;67011;2;2MC00686;OLIVOS_II_TORRE_2A_67011
467;67012;2;2MC00687;OLIVOS_II_TORRE_2B_67012
692;89902;2;2MC00688;OMAR_SANCHEZ_89902
355;52255;2;2MC00689;OMONTE_52255
440;63366;2;2MC00690;ONIX_63366
1137;50964;2;2MC00691;OQUENDO_A_50964
1138;50965;2;2MC00692;OQUENDO_B_50965
928;BOL1502142009REV6- 1;2;2MC00693;ORG_JUD_CBBA_1_BOL1502142009REV6_1
929;BOL1502142009REV6- 2;2;2MC00694;ORG_JUD_CBBA_1_BOL1502142009REV6_2
930;BOL1502142009REV6- 3;2;2MC00695;ORG_JUD_CBBA_1_BOL1502142009REV6_3
931;BOL1502142009REV6- 4;2;2MC00696;ORG_JUD_CBBA_1_BOL1502142009REV6_4
932;BOL1502142009REV6- 5;2;2MC00697;ORG_JUD_CBBA_1_BOL1502142009REV6_5
350;51344;2;2MC00698;ORION_A_51344
351;51345;2;2MC00699;ORION_B_51345
412;58481;2;2MC00700;ORURO_58481
172;23135;2;2MC00701;OSIRIS_23135
83;16833;2;2MC00702;OXFORD_TOWER_A_16833
84;16834;2;2MC00703;OXFORD_TOWER_B_16834
387;56270;2;2MC00704;PABLO_IGNACIO_56270
2;10170;2;2MC00705;PACHAMAMA_10170
345;4902;2;2MC00706;PACIFIC_A_4902
346;4903;2;2MC00707;PACIFIC_B_4903
1007;90241;2;2MC00708;PADRES_REDENTORISTAS_90241
613;82695;2;2MC00709;PAKAY_82695
179;23685;2;2MC00710;PALERMO_23685
737;94009;2;2MC00711;PALMETTO_A_94009
738;94010;2;2MC00712;PALMETTO_B_94010
739;94011;2;2MC00713;PALMETTO_C_94011
1319;58549;2;2MC01155;VILLA_OLIMPICA_II_B_SERRANO_58549
1320;58548;2;2MC01146;VILLA_OLIMPICA_B_SERRANO_58548
665;87636;2;2MC00714;PANIAGUA_87636
699;90229;2;2MC00715;PANORAMA_A_90229
700;90230;2;2MC00716;PANORAMA_B_90230
1392;62540;2;2MC01212;PANORAMIC_62540
1333;58537;2;2MC01147;VILLA_OLIMPICA_II_A_ESTRUTEC_58537
1334;58536;2;2MC01141;VILLA_OLIMPICA_A_ESTRUTEC_58536
357;52702;2;2MC00717;PARAYSO_52702
341;4650;2;2MC00718;PARAYSO_II_4650
420;5986;2;2MC00719;PARQUE_OBLITAS_5986
563;76409;2;2MC00720;PARQUESOL_77409
564;76410;2;2MC00721;PARQUESOL_77410
472;67017;2;2MC00722;PASARELA_NORTE_67017
471;67016;2;2MC00723;PASARELA_SUD_67016
1774;67321;2;2MC01326;PASEO_FORESTA_67321
1111;48924;2;2MC00724;PASEO_RECOLETA_DPTO_A_48924
1112;48925;2;2MC00725;PASEO_RECOLETA_DPTO_B_48925
1109;48883;2;2MC00726;PASEO_RECOLETA_OF_48883
1110;48926;2;2MC00727;PASEO_RECOLETA_OF_48926
442;63491;2;2MC00728;PEDRO_DE_ALCANTARA_63491
368;5342;2;2MC00729;PEÑA_0532
1221;55235;2;2MC01135;PEÑALOZA_55235
596;80901;2;2MC00730;PERSA_80901
1328;58538;2;2MC01118;VILLA_OLIMPICA_II_B_CLAYA_58538
1331;58539;2;2MC01119;VILLA_OLIMPICA_II_B_CLAYA_58539
820;25013;2;2MC00731;PHOENIX_25013
821;25007;2;2MC00732;PHOENIX_25007
419;5985;2;2MC00733;PIACENZA_5985
800;29022;2;2MC00735;PIAMONTE_29022
801;29021;2;2MC00734;PIAMONTE_29021
583;79511;2;2MC00736;PICASSO_A_79511
584;79512;2;2MC00737;PICASSO_B_79512
1420;64291;2;2MC01223;PILASTRA_64291
989;41698;2;2MC00738;PIRWA_BLOQ_1_A_41698
990;41699;2;2MC00739;PIRWA_BLOQ_1_B_41699
1045;43608;2;2MC00741;PIRWA_BLOQ_II_A_43608
1046;43609;2;2MC00740;PIRWA_BLOQ_II_B_43609
556;76916;2;2MC00742;PLATINUM_A_76916
557;76917;2;2MC00743;PLATINUM_B_76917
1361;60797;2;2MC01313;PLAZA_COLQUIRI_60797
701;90243;2;2MC00744;PLAZA_REAL_TORRE_IA_90243
702;90244;2;2MC00745;PLAZA_REAL_TORRE_IB_90244
703;90245;2;2MC00746;PLAZA_REAL_TORRE_IC_90245
586;7976;2;2MC00747;PLAZA_REAL_TORRE_IIA_7976
587;7977;2;2MC00748;PLAZA_REAL_TORRE_IIB_7977
588;7978;2;2MC00749;PLAZA_REAL_TORRE_IIC_7978
476;67577;2;2MC00750;PONTEVEDRA_67577
192;25618;2;2MC00751;PORTAL_DE_AMERICA_A_25618
193;25619;2;2MC00752;PORTAL_DE_AMERICA_B_25619
1259;57144;2;2MC01137;PORTAL_DE_QUERU_QUERU_57144
1260;57145;2;2MC01136;PORTAL_DE_QUERU_QUERU_57145
1504;70878;2;2MC01325;PORTALES_LASERNA_70878
1266;57267;2;2MC01115;PORTICO_TOWER_57267
1267;57266;2;2MC01138;PORTICO_TOWER_57266
146;21724;2;2MC00753;PORTOBELLO_21724
147;21725;2;2MC00754;PORTOBELLO_21725
308;4158;2;2MC00755;PORTOFINO_4158
1076;45723;2;2MC00756;PORTUGAL_45723
1077;45724;2;2MC00757;PORTUGAL_45724
580;7945;2;2MC00758;PORVENIR_7945
438;63217;2;2MC00759;PRADO_HERNANDEZ_63217
52;1455;2;2MC00760;PRESIDENTE_TEJADA_A_1455
53;1456;2;2MC00761;PRESIDENTE_TEJADA_B_1456
54;1457;2;2MC00762;PRESIDENTE_TEJADA_C_1457
1507;70874;2;2MC01266;PRESTON_70874
1401;62868;2;2MC01267;PROFESIONAL_COBIJA_62868
832;29790;2;2MC00763;PROSALUD_29790
164;227;2;2MC00764;PROVIDENCE_227
165;228;2;2MC00765;PROVIDENCE_228
253;35343;2;2MC00766;PRUBER_35343
1084;45884;2;2MC00767;PTO_VALLARTA_45884
910;36213;2;2MC00415;HOTEL_BEIJING_36213
844;31616;2;2MC00769;PUNTACANA_31616
845;31617;2;2MC00770;PUNTACANA_31617
873;34079;2;2MC00771;PUNTACANA_II_34079
874;34080;2;2MC00772;PUNTACANA_II_34080
960;39725;2;2MC00774;PUNTACANA_III_39725
961;39726;2;2MC00773;PUNTACANA_III_39726
979;41507;2;2MC00775;PUNTACANA_IV_A_41507
980;41508;2;2MC00776;PUNTACANA_IV_B_41508
1047;43620;2;2MC00778;PUNTACANA_V_A_43620
1049;43619;2;2MC00777;PUNTACANA_V_43619
1093;46435;2;2MC00779;PUNTACANA_VI_A_46435
1092;46434;2;2MC01268;PUNTA_CANA_VI_B_46434
10;10729;2;2MC00768;PUNTA_DEL_ESTE_10729
1173;52559;2;2MC01183;PUNTA_DEL_ESTE_52559
1174;52560;2;2MC01184;PUNTA_DEL_ESTE_52560
1353;59440;2;2MC01124;QUALITY_59440
67;15468;2;2MC00781;QUANTUM_15468
1025;44570;2;2MC00782;QUARZO_44570
1026;44571;2;2MC00783;QUARZO_44571
1402;63121;2;2MC01269;QUIROGA_HINOJOSA_63121
747;94398;2;2MC00787;RAFAEL_A_94398
748;94399;2;2MC00788;RAFAEL_B_94399
315;42091;2;2MC00789;RAQUEL_A_42091
316;42092;2;2MC00790;RAQUEL_B_42092
1210;54505;2;2MC00791;RATIO_LEGIS_54505
817;24033;2;2MC00792;RAYJA_24033
526;74506;2;2MC00793;REAL_74506
1040;30897;2;2MC00794;RECOLETA_DOMUN_30897
1144;51065;2;2MC00795;REINAGA_51065
365;5339;2;2MC00796;REINECKE_5339
366;5340;2;2MC00797;REINECKE_5340
616;83446;2;2MC00798;RESID_ANTEZANA_83446
259;35610;2;2MC00799;RESID_CONCORDIA_35610
918;37408;2;2MC00800;RESIDENZA_37408
919;37409;2;2MC00801;RESIDENZA_37409
607;82403;2;2MC00802;REY_JESUS_I_82403
1059;45403;2;2MC00804;REZA_45403
1532;72735;2;2MC01327;REZA_II_72735
234;34759;2;2MC00805;RIOJA_34754
750;94532;2;2MC00806;RIVADAVIA_94532
252;35342;2;2MC00807;RIVERA_35342
414;58498;2;2MC00808;RIVERO_58498
107;1909;2;2MC00809;ROBLEDAL_1909
755;94807;2;2MC00810;ROCASUR_94807
307;41295;2;2MC00811;ROJAS_42195
1215;54490;2;2MC01179;ROJAS_54490
180;24089;2;2MC00812;ROMARIC_24089
589;8004;2;2MC00813;ROMERO_8004
590;8005;2;2MC00814;ROMERO_8005
144;21454;2;2MC00815;ROMINA_21454
1442;65940;2;2MC01270;ROMO_65940
1500;70172;2;2MC01271;RONALD_SALINAS_70172
1099;47541;2;2MC00816;ROSITA_47541
348;50490;2;2MC00817;SAAL_50490
1388;51753;2;2MC01214;SABA_51753
138;21221;2;2MC00820;SABSA_I_21221
610;82692;2;2MC00818;SABSA_82692
611;82693;2;2MC00819;SABSA_82693
632;846;2;2MC00821;SAHARA_846
33;13371;2;2MC00822;SAHARA_URQUIDI_A_13371
34;13372;2;2MC00823;SAHARA_URQUIDI_B_13372
510;72307;2;2MC00824;SAINT_PATRICK_72307
894;35550;2;2MC00825;SALAZAR_35550
182;24230;2;2MC00826;SALCEDO_IMP_24230
917;37407;2;2MC00827;SALCEF_SRL_37407
479;67898;2;2MC00828;SALOME_67898
246;35214;2;2MC00829;SAN_FRANCISCO_35214
984;41565;2;2MC00830;SAN_FRANCISCO_41565
552;76569;2;2MC00831;SAN_GABRIEL_76569
1288;57505;2;2MC01272;SAN_GABRIEL_57505
561;77266;2;2MC00832;SAN_IGNACIO_77266
47;13616;2;2MC00833;SAN_JORGE_13616
388;56271;2;2MC00834;SAN_JUAN_DE_DIOS_56271
923;37701;2;2MC01306;SAN_JUAN_DE_DIOS_37701
560;77265;2;2MC00835;SAN_LORENZO_77265
1063;45569;2;2MC00836;SAN_LUCAS_45569
1568;74484;2;2MC01328;SAN_LUIS_74484
375;53980;2;2MC00837;SAN_MARCOS_I_53980
397;57698;2;2MC00838;SAN_MARCOS_II_57698
436;63079;2;2MC00839;SAN_MARCOS_III_A_63079
437;63080;2;2MC00840;SAN_MARCOS_III_B_63080
1027;44297;2;2MC00841;SAN_MARTIN_44297
329;44609;2;2MC00842;SAN_MATTEO_44609
1187;52718;2;2MC01105;SAN_MIGUEL_II_52718
1188;52719;2;2MC01106;SAN_MIGUEL_II_52719
64;15352;2;2MC00843;SAN_PABLO_15352
1309;58650;2;2MC01102;SAN_PABLO_58650
524;74499;2;2MC00844;SAN_RAFAEL_74499
249;35308;2;2MC00845;SAN_SILVESTRE_35308
938;38868;2;2MC00846;SAN_VALE_38868
248;35290;2;2MC00847;SANABRIA_35290
550;76562;2;2MC00848;SANABRIA_UMSS_76562
581;79509;2;2MC00849;SANTA_ANA_A_79509
582;79510;2;2MC00850;SANTA_ANA_B_79510
418;5973;2;2MC00851;SANTA_CECILIA_5973
1229;55416;2;2MC00071;SANTA_FE_55416
275;361;2;2MC00864;SANTAFE_A_361
274;360;2;2MC00865;SANTAFE_B_360
1435;65139;2;2MC01215;SANTA_JULIA_65139
46;13518;2;2MC00852;SANTA_KATARINA_13518
1502;70330;2;2MC01273;SANTA_LUCIA:_DE_CALA_CALA_70330
551;76568;2;2MC00853;SANTA_MARIA_76568
676;88594;2;2MC00855;SANTA_ROSA_III_A_88594
672;88355;2;2MC00856;SANTA_ROSA_III_C_88355
673;88356;2;2MC00857;SANTA_ROSA_III_D_88356
677;88595;2;2MC00858;SANTA_ROSA_III_E_88595
678;88596;2;2MC00854;SANTA_ROSA_III_A_88596
102;18598;2;2MC00859;SANTA_SOFIA_A_18598
103;18599;2;2MC00860;SANTA_SOFIA_B_18599
104;18600;2;2MC00861;SANTA_SOFIA_C_18600
60;15331;2;2MC00862;SANTA_TERESA_15331
212;3047;2;2MC00863;SANTA_TERESA_BG_3047
432;62879;2;2MC00866;SANTIAGO_62879
650;859;2;2MC00867;SANTIAGO_859
651;860;2;2MC00868;SANTIAGO_860
58;15067;2;2MC00869;SANTIAGO_DE_COMPOSTELA_15067
111;19305;2;2MC00870;SANTORINI_A_19305
112;19306;2;2MC00871;SANTORINI_B_19306
667;87638;2;2MC00872;SELEME_87638
405;58248;2;2MC00873;SEÑOR_DE_MAYO_III_58248
475;67548;2;2MC00874;SERENGUETI_67548
1139;51002;2;2MC01303;SERRANO_51002
433;62881;2;2MC00875;SEVILLA_62881
1096;46992;2;2MC00876;SHABA_46992
431;62190;2;2MC00877;SHACHELLY_62190
881;34516;2;2MC00878;SHMIDT_34516
306;40952;2;2MC00879;SHOPING_DEL_HOGAR_40952
1108;48882;2;2MC00880;SIERVAS_DE_MARIA_48882
900;33537;2;2MC00881;SION_33537
745;94396;2;2MC00882;SIRAH_94396
304;40821;2;2MC00883;SISTECO_A_40821
305;40822;2;2MC00884;SISTECO_B_40822
1414;A-D4070-ES01;2;2MC01329;SKY_BOX_AD4070ES01
1418;A-D4070-ES02;2;2MC01330;SKY_BOX_AD4070ES02
1343;58610;2;2MC01274;SKY_BOX_B_58610
1340;58612;2;2MC00582;MACERETA_58612
1341;58613;2;2MC00583;MACERETA_PARKING_58613
1338;58614;2;2MC01275;SKY_BOX_E_58614
1342;58611;2;2MC01331;SKY_BOX_58611
1339;58615;2;2MC01276;SKY_BOX_F_58615
1425;63993;2;2MC01277;SKY_BOX_MONTACARGA_63993
1051;43624;2;2MC00885;SOCH_VINTAGE_43624
443;63700;2;2MC00886;SOFIA_A_63700
444;63701;2;2MC00887;SOFIA_B_63701
725;92277;2;2MC00888;SOL_DE_GRECIA_92277
812;23124;2;2MC00889;SOL_DEL_NORTE_23124
813;23125;2;2MC00890;SOL_DEL_NORTE_23125
168;8002;2;2MC00891;SOLES_DEL_NORTE_A_8002
169;8003;2;2MC00892;SOLES_DEL_NORTE_B_8003
942;38873;2;2MC00893;SOLINES_38773
941;38766;2;2MC01278;SOLINES_A_38766
807;29241;2;2MC00895;SOLIZ_29241
971;41158;2;2MC00896;SOUTH_MIRAGE_41158
1355;60024;2;2MC01103;STRAUS_60024
1356;60025;2;2MC01104;STRAUS_60025
1436;65138;2;2MC01162;SUMMIT_PLACE_65138
804;28160;2;2MC00897;SUNDAR_DARSHAN_28160
81;16831;2;2MC00898;SUNSET_TOWER_A_16831
82;16832;2;2MC00899;SUNSET_TOWER_B_16832
1329;58541;2;2MC01054;VILLA_OLIMPICA_II_B_COBAS_58541
1330;58540;2;2MC01053;VILLA_OLIMPICA_II_B_COBAS_58540
597;80927;2;2MC00900;TAIS_80927
598;80928;2;2MC00901;TAIS_80928
159;225;2;2MC00902;TAJAMAR_A_225
161;226;2;2MC00903;TAJAMAR_B_226
106;19030;2;2MC00904;TANNAT_19030
121;19914;2;2MC00905;TANNAT_19914
302;4073;2;2MC00906;TARIJA_A_4073
303;4074;2;2MC00907;TARIJA_B_4074
24;12685;2;2MC00908;TELA_DE_PLATA_12685
983;41566;2;2MC00909;TERM_DE_BUSES_41566
691;89898;2;2MC00910;TERRA_89898
948;39677;2;2MC00911;TERRA_MIA_39677
